"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044853","CC","GO:0044853","plasma membrane raft","6/266","134/28573",0.00163597186801154,0.00777715857254719,0.0051662269516154,"Cntnap2/Cdh2/Kcnd2/Kcnma1/Add2/Atp1a2",6
"GO:0034399","CC","GO:0034399","nuclear periphery","6/266","136/28573",0.00176378413078904,0.00825771661233049,0.00548545303833911,"Sparc/Atxn1/Fign/Runx1t1/Rnf220/Lmna",6
"GO:0098636","CC","GO:0098636","protein complex involved in cell adhesion","4/266","57/28573",0.00196944029299925,0.0090829410527876,0.00603363483322631,"Nlgn1/Nrxn1/Tnr/Vtn",4
"GO:0030658","CC","GO:0030658","transport vesicle membrane","7/266","190/28573",0.00209777231018479,0.00953252417422205,0.0063322848372451,"Gria1/Gad2/Dlg2/Drd2/Gria2/Grin2b/Mctp1",7
"GO:0060077","CC","GO:0060077","inhibitory synapse","3/266","29/28573",0.00243715129925541,0.0109141992966655,0.00725010683989024,"Nlgn1/Gad2/Nrxn1",3
"GO:0098686","CC","GO:0098686","hippocampal mossy fiber to CA3 synapse","4/266","61/28573",0.00252753866236897,0.0111572778096002,0.00741157953626992,"Grik2/Ptprd/Grin2b/Tnr",4
"GO:0030672","CC","GO:0030672","synaptic vesicle membrane","6/266","147/28573",0.00260707158528901,0.0111862553616236,0.00743082880434885,"Gria1/Gad2/Dlg2/Drd2/Gria2/Mctp1",6
"GO:0099501","CC","GO:0099501","exocytic vesicle membrane","6/266","147/28573",0.00260707158528901,0.0111862553616236,0.00743082880434885,"Gria1/Gad2/Dlg2/Drd2/Gria2/Mctp1",6
"GO:0098802","CC","GO:0098802","plasma membrane signaling receptor complex","7/266","198/28573",0.0026427075773415,0.0111862553616236,0.00743082880434885,"Lrrtm4/Gria1/Grik2/Drd2/Gria2/Grin2b/Gria3",7
"GO:0016363","CC","GO:0016363","nuclear matrix","5/266","107/28573",0.00331013457308013,0.0138220484200238,0.00918173885847262,"Sparc/Atxn1/Fign/Runx1t1/Lmna",5
"GO:0014704","CC","GO:0014704","intercalated disc","4/266","67/28573",0.00355466322526153,0.0146452124880775,0.00972855198492629,"Cdh2/Fgf13/Slc8a1/Atp1a2",4
"GO:0072534","CC","GO:0072534","perineuronal net","2/266","10/28573",0.0036985507175605,0.0150119658628833,0.00997217967386218,"Ptprz1/Tnr",2
"GO:0031253","CC","GO:0031253","cell projection membrane","9/266","327/28573",0.00374084586227189,0.0150119658628833,0.00997217967386218,"Cntnap2/Gria1/Gabrg3/Robo2/Ripor2/Drd2/Gria2/Ptprz1/Cd24a",9
"GO:0005834","CC","GO:0005834","heterotrimeric G-protein complex","3/266","35/28573",0.00418987577486311,0.0165983540311885,0.0110259888812187,"Gng7/Gnal/Gnb2",3
"GO:0098966","CC","GO:0098966","perisynaptic extracellular matrix","2/266","11/28573",0.00449277206647855,0.0174060490573555,0.0115625262005939,"Ptprz1/Tnr",2
"GO:0016235","CC","GO:0016235","aggresome","3/266","36/28573",0.00453966852236335,0.0174060490573555,0.0115625262005939,"Prdm16/Eef2/Psap",3
"GO:0030315","CC","GO:0030315","T-tubule","4/266","72/28573",0.0046019654880874,0.0174060490573555,0.0115625262005939,"Cdh2/Kcnd2/Slc8a1/Atp1a2",4
"GO:0005874","CC","GO:0005874","microtubule","11/266","467/28573",0.00461908097962186,0.0174060490573555,0.0115625262005939,"Fign/Tubb2b/Mt3/Dync1i1/Fgf13/Slc8a1/Stmn1/Tuba1a/Shtn1/Sybu/Nin",11
"GO:0098688","CC","GO:0098688","parallel fiber to Purkinje cell synapse","3/266","37/28573",0.00490662395601254,0.0182668289446732,0.0121343268411217,"Gpm6a/Grin2b/Gria3",3
"GO:0032809","CC","GO:0032809","neuronal cell body membrane","3/266","38/28573",0.00529097299491662,0.0192526417405676,0.0127891846002749,"Kcnd2/Gria1/Cadm2",3
"GO:0042383","CC","GO:0042383","sarcolemma","6/266","170/28573",0.00530515276795442,0.0192526417405676,0.0127891846002749,"Cdh2/Kcnd2/Sgcz/Slc8a1/Ahnak/Atp1a2",6
"GO:0005883","CC","GO:0005883","neurofilament","2/266","12/28573",0.00535834041970491,0.0192526417405676,0.0127891846002749,"Nrp1/Nefm",2
"GO:0099535","CC","GO:0099535","synapse-associated extracellular matrix","2/266","13/28573",0.00629386869028035,0.022100061651098,0.0146806745766109,"Ptprz1/Tnr",2
"GO:1990907","CC","GO:1990907","beta-catenin-TCF complex","2/266","13/28573",0.00629386869028035,0.022100061651098,0.0146806745766109,"Tcf7l2/Tcf4",2
"GO:0044298","CC","GO:0044298","cell body membrane","3/266","41/28573",0.00655052654091397,0.0224901411238046,0.0149397973740143,"Kcnd2/Gria1/Cadm2",3
"GO:1905360","CC","GO:1905360","GTPase complex","3/266","41/28573",0.00655052654091397,0.0224901411238046,0.0149397973740143,"Gng7/Gnal/Gnb2",3
"GO:0005581","CC","GO:0005581","collagen trimer","4/266","81/28573",0.00697493615281021,0.0236841238595424,0.0157329386905494,"Col1a1/Col1a2/Col11a1/Col3a1",4
"GO:0030027","CC","GO:0030027","lamellipodium","6/266","181/28573",0.00714559615186239,0.0239998827274509,0.0159426916431712,"Cdh2/Unc5c/Carmil1/Ptprz1/Shtn1/Ablim1",6
"GO:0098637","CC","GO:0098637","protein complex involved in cell-matrix adhesion","2/266","14/28573",0.00729798926472782,0.0242481578795795,0.0161076163737626,"Tnr/Vtn",2
"GO:0043292","CC","GO:0043292","contractile fiber","7/266","241/28573",0.00763682288471583,0.0251040241635871,0.0166761529957401,"Cst3/Dbi/Mef2c/Ttn/Slc8a1/Grin2b/Ahnak",7
"GO:0005652","CC","GO:0005652","nuclear lamina","2/266","15/28573",0.00836935376293496,0.0272224243447042,0.0180833682412445,"Rnf220/Lmna",2
"GO:0005791","CC","GO:0005791","rough endoplasmic reticulum","3/266","46/28573",0.0090161037797525,0.0290205840410784,0.0192778534764445,"Ptgds/Epha5/Vtn",3
"GO:0098890","CC","GO:0098890","extrinsic component of postsynaptic membrane","2/266","16/28573",0.00950663280079298,0.0302840158293302,0.0201171285529531,"Dgki/Tenm2",2
"GO:0032590","CC","GO:0032590","dendrite membrane","3/266","50/28573",0.0113295102074608,0.0353618045869233,0.0234902125513542,"Gria1/Gabrg3/Gria2",3
"GO:0120111","CC","GO:0120111","neuron projection cytoplasm","3/266","50/28573",0.0113295102074608,0.0353618045869233,0.0234902125513542,"Grik2/Dync1i1/Gria2",3
"GO:0032433","CC","GO:0032433","filopodium tip","2/266","18/28573",0.0119737105339297,0.0369987655498427,0.0245776163591188,"Nlgn1/Ephb1",2
"GO:0030673","CC","GO:0030673","axolemma","2/266","20/28573",0.0146889584623721,0.0449394867809205,0.0298524950511991,"Cntnap2/Robo2",2
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","22/262","306/28407",1.3559301133836e-13,6.57626104991048e-11,4.69580007687585e-11,"Nlgn1/Dscaml1/Cdh2/Cdh18/Nrxn1/Kirrel3/Cdh8/Lrrc4c/Cntn5/Nrg1/Ptprd/Tenm2/Grin2b/Ptprz1/Shtn1/Ntng1/Tenm1/Cntn2/Tnr/Cdh10/Col3a1/Vtn",22
"GO:0008066","MF","GO:0008066","glutamate receptor activity","7/262","27/28407",3.97494367819192e-09,9.63923841961541e-07,6.88292879013233e-07,"Grm5/Gria1/Grik2/Grm7/Gria2/Grin2b/Gria3",7
"GO:0022839","MF","GO:0022839","monoatomic ion gated channel activity","17/262","315/28407",6.98205917943609e-09,1.06949320132838e-06,7.63675015164487e-07,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Gria1/Grik2/Itpr1/Gabrg3/Grm7/Kcnq3/Tmem63b/Kcnh7/Gria2/Grin2b/Cacnb4/Gria3",17
"GO:0022836","MF","GO:0022836","gated channel activity","17/262","320/28407",8.82056248518253e-09,1.06949320132838e-06,7.63675015164487e-07,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Gria1/Grik2/Itpr1/Gabrg3/Grm7/Kcnq3/Tmem63b/Kcnh7/Gria2/Grin2b/Cacnb4/Gria3",17
"GO:0005216","MF","GO:0005216","monoatomic ion channel activity","19/262","437/28407",2.95831452740254e-08,2.86956509158047e-06,2.04902206213776e-06,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Gria1/Gpm6a/Grik2/Itpr1/Gabrg3/Grm7/Kcnq3/Tmem63b/Kcnh7/Gria2/Grin2b/Trpm3/Cacnb4/Gria3",19
"GO:0005261","MF","GO:0005261","monoatomic cation channel activity","16/262","322/28407",6.15131741744842e-08,4.71582588451133e-06,3.36735044168037e-06,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Gpm6a/Grik2/Itpr1/Grm7/Kcnq3/Tmem63b/Kcnh7/Gria2/Grin2b/Trpm3/Cacnb4",16
"GO:0099507","MF","GO:0099507","ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","6/262","24/28407",6.80634663743904e-08,4.71582588451133e-06,3.36735044168037e-06,"Kcnma1/Gria1/Grik2/Gria2/Grin2b/Gria3",6
"GO:0046873","MF","GO:0046873","metal ion transmembrane transporter activity","18/262","437/28407",1.54423382108922e-07,9.36191754035341e-06,6.68490693603097e-06,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Gpm6a/Grik2/Itpr1/Grm7/Kcnq3/Kcnh7/Slc8a1/Gria2/Grin2b/Trpm3/Atp1a2/Cacnb4/Slc1a3",18
"GO:0098960","MF","GO:0098960","postsynaptic neurotransmitter receptor activity","8/262","72/28407",3.38279528506443e-07,1.82295079250694e-05,1.30168379974994e-05,"Grm5/Gria1/Grik2/Gabrg3/Drd2/Gria2/Grin2b/Gria3",8
"GO:0004970","MF","GO:0004970","ionotropic glutamate receptor activity","5/262","19/28407",6.72049174261021e-07,3.25943849516595e-05,2.32741240349343e-05,"Gria1/Grik2/Gria2/Grin2b/Gria3",5
"GO:0030165","MF","GO:0030165","PDZ domain binding","9/262","121/28407",1.93487566398744e-06,8.37569254483909e-05,5.98068984753568e-05,"Nlgn1/Cntnap2/Gria1/Kirrel3/Grik2/Grm7/Dlg2/Adgrl2/Gria2",9
"GO:0005267","MF","GO:0005267","potassium channel activity","9/262","122/28407",2.072336299754e-06,8.37569254483909e-05,5.98068984753568e-05,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Grik2/Kcnq3/Kcnh7/Gria2",9
"GO:0015079","MF","GO:0015079","potassium ion transmembrane transporter activity","10/262","160/28407",2.53885839757495e-06,9.15257939529179e-05,6.53542836907433e-05,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Grik2/Kcnq3/Kcnh7/Gria2/Atp1a2",10
"GO:0030594","MF","GO:0030594","neurotransmitter receptor activity","8/262","94/28407",2.64198168111515e-06,9.15257939529179e-05,6.53542836907433e-05,"Grm5/Gria1/Grik2/Gabrg3/Drd2/Gria2/Grin2b/Gria3",8
"GO:0099106","MF","GO:0099106","ion channel regulator activity","9/262","136/28407",5.08463879341528e-06,0.000164403320987094,0.000117392713195342,"Kcnip4/Dpp10/Nrxn3/Nrxn1/Itpr1/Grm7/Fgf13/Fgf14/Gnb2",9
"GO:0015276","MF","GO:0015276","ligand-gated monoatomic ion channel activity","9/262","138/28407",5.72952502224005e-06,0.000173676227236651,0.000124014061336643,"Kcnma1/Gria1/Grik2/Itpr1/Gabrg3/Kcnh7/Gria2/Grin2b/Gria3",9
"GO:0016595","MF","GO:0016595","glutamate binding","4/262","14/28407",6.58270169408231e-06,0.000187800607154701,0.000134099619650346,"Gad2/Grm7/Grin2b/Slc1a3",4
"GO:0022834","MF","GO:0022834","ligand-gated channel activity","9/262","142/28407",7.23183526303632e-06,0.000194857783476256,0.000139138818803447,"Kcnma1/Gria1/Grik2/Itpr1/Gabrg3/Kcnh7/Gria2/Grin2b/Gria3",9
"GO:0016247","MF","GO:0016247","channel regulator activity","9/262","145/28407",8.56899474572714e-06,0.000218734865877772,0.000156188325282229,"Kcnip4/Dpp10/Nrxn3/Nrxn1/Itpr1/Grm7/Fgf13/Fgf14/Gnb2",9
"GO:0019838","MF","GO:0019838","growth factor binding","9/262","146/28407",9.0592739772461e-06,0.000219687393948218,0.000156868480974419,"Col1a1/Ntrk2/Epha3/Nrp1/Epha5/Igfbpl1/Ptprz1/Col1a2/Col3a1",9
"GO:1904315","MF","GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","6/262","55/28407",1.15391659343878e-05,0.000266499784675148,0.000190295017163589,"Gria1/Grik2/Gabrg3/Gria2/Grin2b/Gria3",6
"GO:0022824","MF","GO:0022824","transmitter-gated monoatomic ion channel activity","6/262","57/28407",1.42234981635318e-05,0.000278632744303211,0.000198958595498115,"Gria1/Grik2/Gabrg3/Gria2/Grin2b/Gria3",6
"GO:0022835","MF","GO:0022835","transmitter-gated channel activity","6/262","57/28407",1.42234981635318e-05,0.000278632744303211,0.000198958595498115,"Gria1/Grik2/Gabrg3/Gria2/Grin2b/Gria3",6
"GO:0099529","MF","GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","6/262","57/28407",1.42234981635318e-05,0.000278632744303211,0.000198958595498115,"Gria1/Grik2/Gabrg3/Gria2/Grin2b/Gria3",6
"GO:0098632","MF","GO:0098632","cell-cell adhesion mediator activity","5/262","34/28407",1.4362512592949e-05,0.000278632744303211,0.000198958595498115,"Dscaml1/Lrrc4c/Cntn5/Ntng1/Cntn2",5
"GO:0005244","MF","GO:0005244","voltage-gated monoatomic ion channel activity","10/262","197/28407",1.59474765305799e-05,0.00029748177374351,0.000212417804800032,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Grm7/Kcnq3/Kcnh7/Grin2b/Cacnb4",10
"GO:0022832","MF","GO:0022832","voltage-gated channel activity","10/262","198/28407",1.66613717389418e-05,0.00029928760345877,0.000213707263240229,"Kcnd2/Kcnip4/Kcnma1/Kcnk10/Kcnq5/Grm7/Kcnq3/Kcnh7/Grin2b/Cacnb4",10
"GO:0008013","MF","GO:0008013","beta-catenin binding","7/262","97/28407",3.32055640366007e-05,0.000575167805633976,0.000410700397294798,"Tcf7l2/Ptprk/Cdh2/Tcf4/Grin2b/Rora/Rnf220",7
"GO:0005246","MF","GO:0005246","calcium channel regulator activity","5/262","42/28407",4.13440983075653e-05,0.000691444402729971,0.000493728070533175,"Nrxn3/Nrxn1/Itpr1/Grm7/Gnb2",5
"GO:0001540","MF","GO:0001540","amyloid-beta binding","6/262","71/28407",5.04035807203829e-05,0.000788572149980184,0.000563082446757418,"Cst3/Clstn2/Gria1/Hba-a1/Gria2/Gria3",6
"GO:0005230","MF","GO:0005230","extracellular ligand-gated monoatomic ion channel activity","6/262","71/28407",5.04035807203829e-05,0.000788572149980184,0.000563082446757418,"Gria1/Grik2/Gabrg3/Gria2/Grin2b/Gria3",6
"GO:0022843","MF","GO:0022843","voltage-gated monoatomic cation channel activity","8/262","143/28407",5.72220279149757e-05,0.000841561805442176,0.000600919878438364,"Kcnd2/Kcnma1/Kcnk10/Kcnq5/Grm7/Kcnq3/Kcnh7/Cacnb4",8
"GO:0098631","MF","GO:0098631","cell adhesion mediator activity","5/262","45/28407",5.80564096961683e-05,0.000841561805442176,0.000600919878438364,"Dscaml1/Lrrc4c/Cntn5/Ntng1/Cntn2",5
"GO:0005200","MF","GO:0005200","structural constituent of cytoskeleton","6/262","73/28407",5.8996085329967e-05,0.000841561805442176,0.000600919878438364,"Tubb2b/Add2/Ttn/Tuba1a/Nefm/Lmna",6
"GO:0035255","MF","GO:0035255","ionotropic glutamate receptor binding","5/262","50/28407",9.69717058640635e-05,0.00134375078125917,0.000959509510654944,"Gria1/Neto1/Drd2/Gria2/Grin2b",5
"GO:0017154","MF","GO:0017154","semaphorin receptor activity","3/262","12/28407",0.000160447061731565,0.00210315743080564,0.00150176623925134,"Nrp1/Plxna4/Plxna2",3
"GO:0048407","MF","GO:0048407","platelet-derived growth factor binding","3/262","12/28407",0.000160447061731565,0.00210315743080564,0.00150176623925134,"Col1a1/Col1a2/Col3a1",3
"GO:0097110","MF","GO:0097110","scaffold protein binding","6/262","89/28407",0.000178121732751193,0.0022733957995876,0.00162332548684606,"Nlgn1/Gria1/Grik2/Gria2/Grin2b/Psap",6
"GO:0031720","MF","GO:0031720","haptoglobin binding","3/262","13/28407",0.000207160301839176,0.00257622426646155,0.00183956111484721,"Hba-a2/Hba-a1/Hbb-bs",3
"GO:0004714","MF","GO:0004714","transmembrane receptor protein tyrosine kinase activity","5/262","59/28407",0.000214184251981888,0.00259698405528039,0.00185438470794845,"Ntrk2/Epha3/Nrp1/Epha5/Ephb1",5
"GO:0015085","MF","GO:0015085","calcium ion transmembrane transporter activity","7/262","134/28407",0.00025424458925686,0.00300752745828237,0.00214753452799761,"Gpm6a/Itpr1/Grm7/Slc8a1/Grin2b/Trpm3/Cacnb4",7
"GO:0045295","MF","GO:0045295","gamma-catenin binding","3/262","14/28407",0.000261863283696928,0.00302389744269072,0.00215922356732555,"Tcf7l2/Ptprk/Cdh2",3
"GO:0005249","MF","GO:0005249","voltage-gated potassium channel activity","6/262","97/28407",0.00028489228303478,0.00321331993655508,0.00229448130032907,"Kcnd2/Kcnma1/Kcnk10/Kcnq5/Kcnq3/Kcnh7",6
"GO:0034483","MF","GO:0034483","heparan sulfate sulfotransferase activity","3/262","15/28407",0.000325101263956747,0.00358350256861415,0.0025588113837744,"Hs3st4/Ndst4/Hs3st5",3
"GO:0043177","MF","GO:0043177","organic acid binding","9/262","234/28407",0.000345274126827947,0.00372128781136787,0.00265719737371683,"Hba-a1/Mdk/Gad2/Ptgds/Grm7/Grin2b/Col11a1/Psap/Slc1a3",9
"GO:0005003","MF","GO:0005003","ephrin receptor activity","3/262","16/28407",0.000397402539179838,0.00419000503265699,0.00299188639336766,"Epha3/Epha5/Ephb1",3
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","7/262","145/28407",0.000410469795132459,0.00423569894977111,0.00302451427992338,"Col1a1/Sparc/Reln/Col1a2/Col11a1/Col3a1/Vtn",7
"GO:0005516","MF","GO:0005516","calmodulin binding","8/262","195/28407",0.000479329677619941,0.00484322695095149,0.00345832157756493,"Grm7/Plcb1/Arpp21/Add2/Kcnq3/Ttn/Slc8a1/Camk1d",8
"GO:0005262","MF","GO:0005262","calcium channel activity","6/262","114/28407",0.000675180132690144,0.00668290539499428,0.00477194980999049,"Gpm6a/Itpr1/Grm7/Grin2b/Trpm3/Cacnb4",6
"GO:0035254","MF","GO:0035254","glutamate receptor binding","5/262","76/28407",0.000696066774594342,0.00675184771356512,0.00482117829140081,"Gria1/Neto1/Drd2/Gria2/Grin2b",5
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","5/262","77/28407",0.000738871243287648,0.00702652064695117,0.0050173093713444,"Ntrk2/Epha3/Nrp1/Epha5/Ephb1",5
"GO:0030020","MF","GO:0030020","extracellular matrix structural constituent conferring tensile strength","4/262","45/28407",0.000782793379339196,0.00730105363422135,0.00521334052231975,"Col1a1/Col1a2/Col11a1/Col3a1",4
"GO:0031406","MF","GO:0031406","carboxylic acid binding","8/262","218/28407",0.000991645857877899,0.00907449511454303,0.0064796720405527,"Mdk/Gad2/Ptgds/Grm7/Grin2b/Col11a1/Psap/Slc1a3",8
"GO:0046332","MF","GO:0046332","SMAD binding","5/262","85/28407",0.00115565006795114,0.010379449684376,0.00741147899329288,"Zeb2/Prdm16/Hmga2/Col1a2/Col3a1",5
"GO:0033218","MF","GO:0033218","amide binding","12/262","457/28407",0.00119091222643686,0.0105016805422159,0.00749875832531534,"Cst3/Clstn2/Gria1/Hba-a1/Gad2/Dbi/Grm7/Gria2/Grin2b/Psap/Slc1a3/Gria3",12
"GO:0008081","MF","GO:0008081","phosphoric diester hydrolase activity","5/262","86/28407",0.00121788368438645,0.0105477426237041,0.00753164910081097,"Pde7b/Mpped2/Pde10a/Plcb1/Plcl2",5
"GO:0004713","MF","GO:0004713","protein tyrosine kinase activity","6/262","132/28407",0.00144504346214672,0.0119387445605324,0.00852489844908335,"Ntrk2/Epha3/Nrp1/Epha5/Ephb1/Ttn",6
"GO:0004879","MF","GO:0004879","nuclear receptor activity","4/262","53/28407",0.00145234212179672,0.0119387445605324,0.00852489844908335,"Nr2f1/Rarb/Rxrg/Rora",4
"GO:0098531","MF","GO:0098531","ligand-activated transcription factor activity","4/262","53/28407",0.00145234212179672,0.0119387445605324,0.00852489844908335,"Nr2f1/Rarb/Rxrg/Rora",4
"GO:0005096","MF","GO:0005096","GTPase activator activity","8/262","238/28407",0.00173020501944976,0.0139858239072189,0.00998662195436789,"Adgrb3/Nrp1/Tiam2/Sgsm2/Plcb1/Rgs6/Sipa1l2/Adap1",8
"GO:0099094","MF","GO:0099094","ligand-gated monoatomic cation channel activity","5/262","99/28407",0.00227074956415345,0.0180173532076505,0.0128653482481107,"Grik2/Itpr1/Kcnh7/Gria2/Grin2b",5
"GO:0002020","MF","GO:0002020","protease binding","7/262","195/28407",0.00230324927602955,0.0180173532076505,0.0128653482481107,"Col1a1/Ntrk2/Cst3/Ttn/Col1a2/Psap/Col3a1",7
"GO:0045499","MF","GO:0045499","chemorepellent activity","3/262","29/28407",0.00237351127349714,0.0182722693277161,0.0130473719127913,"Nrg3/Nrg1/Sema3c",3
"GO:0046982","MF","GO:0046982","protein heterodimerization activity","9/262","312/28407",0.00258082745236317,0.0195578330374396,0.0139653327603204,"Tcf4/Tubb2b/Add2/Mef2c/Tuba1a/Tenm2/Neurod2/Tenm1/Atp1a2",9
"GO:0061629","MF","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","10/262","382/28407",0.00306359864838206,0.02285915914562,0.0163226551468453,"Tcf7l2/Ncoa1/Cnot1/Hmga2/Zfpm2/Rbpj/Foxp1/Rarb/Id4/Mef2c",10
"GO:0008376","MF","GO:0008376","acetylgalactosaminyltransferase activity","3/262","33/28407",0.00344922203059116,0.0253465558308593,0.0180987886453667,"Galntl6/Galnt17/Chsy3",3
"GO:0016597","MF","GO:0016597","amino acid binding","4/262","68/28407",0.00362705385742154,0.0259024570757895,0.0184957316938356,"Gad2/Grm7/Grin2b/Slc1a3",4
"GO:0003680","MF","GO:0003680","minor groove of adenine-thymine-rich DNA binding","2/262","10/28407",0.00363168470340967,0.0259024570757895,0.0184957316938356,"Hmga2/Mef2c",2
"GO:0042974","MF","GO:0042974","nuclear retinoic acid receptor binding","3/262","34/28407",0.00375748940766151,0.0264113385900845,0.0188591001543957,"Ncoa1/Cnot1/Rarb",3
"GO:0045296","MF","GO:0045296","cadherin binding","4/262","70/28407",0.00402558412629736,0.0278915471607746,0.0199160477827343,"Cdh2/Cdh18/Cdh8/Cdh10",4
"GO:0005005","MF","GO:0005005","transmembrane-ephrin receptor activity","2/262","11/28407",0.00441180107729446,0.02931128112997,0.0209298133299189,"Epha3/Ephb1",2
"GO:0008046","MF","GO:0008046","axon guidance receptor activity","2/262","11/28407",0.00441180107729446,0.02931128112997,0.0209298133299189,"Robo2/Ephb1",2
"GO:0098919","MF","GO:0098919","structural constituent of postsynaptic density","2/262","11/28407",0.00441180107729446,0.02931128112997,0.0209298133299189,"Dlg2/Dlgap1",2
"GO:0004000","MF","GO:0004000","adenosine deaminase activity","2/262","12/28407",0.00526207188040704,0.0335803271315449,0.0239781391780321,"Adarb2/Adar",2
"GO:0035497","MF","GO:0035497","cAMP response element binding","2/262","12/28407",0.00526207188040704,0.0335803271315449,0.0239781391780321,"Hmga2/Creb5",2
"GO:0046974","MF","GO:0046974","histone H3K9 methyltransferase activity","2/262","12/28407",0.00526207188040704,0.0335803271315449,0.0239781391780321,"Mecom/Prdm16",2
"GO:0042578","MF","GO:0042578","phosphoric ester hydrolase activity","9/262","350/28407",0.0054536031052746,0.0343506169617945,0.0245281670763547,"Ptprk/Pde7b/Mpped2/Pde10a/Plcb1/Plcl2/Ptprd/Ptprz1/Inpp4b",9
"GO:0005231","MF","GO:0005231","excitatory extracellular ligand-gated monoatomic ion channel activity","3/262","39/28407",0.00554781813989733,0.0344960486903872,0.0246320130637817,"Grik2/Gria2/Grin2b",3
"GO:0098879","MF","GO:0098879","structural constituent of postsynaptic specialization","2/262","13/28407",0.00618114671287392,0.0379475462752386,0.0270965658698937,"Dlg2/Dlgap1",2
"GO:0008201","MF","GO:0008201","heparin binding","6/262","179/28407",0.00648819692490242,0.039334693857221,0.0280870630038539,"Slit3/Nrp1/Mdk/Fgf14/Col11a1/Vtn",6
"GO:1990782","MF","GO:1990782","protein tyrosine kinase binding","5/262","128/28407",0.00677752364482326,0.0394307195721151,0.0281556304703762,"Ntrk2/Cdh2/Grm5/Cadm4/Nrg1",5
"GO:0030695","MF","GO:0030695","GTPase regulator activity","10/262","429/28407",0.00682695985160241,0.0394307195721151,0.0281556304703762,"Adgrb3/Nrp1/Dgki/Tiam2/Rasgef1b/Sgsm2/Plcb1/Rgs6/Sipa1l2/Adap1",10
"GO:0060589","MF","GO:0060589","nucleoside-triphosphatase regulator activity","10/262","429/28407",0.00682695985160241,0.0394307195721151,0.0281556304703762,"Adgrb3/Nrp1/Dgki/Tiam2/Rasgef1b/Sgsm2/Plcb1/Rgs6/Sipa1l2/Adap1",10
"GO:0001965","MF","GO:0001965","G-protein alpha-subunit binding","3/262","42/28407",0.00682923802898488,0.0394307195721151,0.0281556304703762,"Adgrv1/Gria1/Drd2",3
